2022-04-17 01:30:50,494 INFO    MainThread:2640837 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-17 01:30:57,711 INFO    MainThread:2640837 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-17 01:30:57,718 INFO    MainThread:2640837 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-17 01:30:57,718 INFO    MainThread:2640837 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-17 01:32:16,318 INFO    MainThread:2640837 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-17 01:32:16,774 INFO    MainThread:2640837 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-17 01:32:16,775 INFO    MainThread:2640837 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-17 01:32:42,392 INFO    MainThread:2640837 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-17 01:32:42,772 INFO    MainThread:2640837 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-17 01:32:42,772 INFO    MainThread:2640837 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-17 01:33:03,543 INFO    MainThread:2640837 [wandb_init.py:_resume_backend():327] resuming backend
2022-04-17 01:33:16,407 INFO    MainThread:2640837 [wandb_init.py:_pause_backend():318] pausing backend
2022-04-17 01:33:16,407 INFO    MainThread:2640837 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-04-17 01:41:24,060 INFO    MainThread:2640837 [wandb_run.py:_atexit_cleanup():1702] got exitcode: 0
2022-04-17 01:41:24,062 INFO    MainThread:2640837 [wandb_run.py:_restore():1674] restore
